-2.767,4.11,-8.198,1.2751,-3.3262
-2.651,4.326,-8.087,1.1938,-3.6845
-2.474,4.468,-7.832,1.0419,-3.6642
-2.303,4.48,-7.47,0.88399,-3.5622
-2.308,4.441,-7.123,0.84904,-3.4677
-2.336,4.405,-6.788,0.83305,-3.4575
-2.375,4.35,-6.472,0.83844,-3.4142
-2.417,4.307,-6.178,0.79506,-3.5625
-2.477,4.322,-5.944,0.74234,-3.6559
-2.536,4.357,-5.757,0.66533,-3.8149
-2.656,4.338,-5.675,0.76039,-3.9006
-2.776,4.216,-5.678,0.88079,-3.9121
-2.828,4.052,-5.763,1.541,-3.3594
-2.862,3.903,-5.953,2.3969,-2.0007
-2.828,3.608,-6.143,2.9818,-1.1523
-2.432,2.871,-5.996,3.3623,-0.60133
-1.664,2.035,-5.476,3.5329,-0.18238
-0.881,1.544,-4.845,3.2902,0.071968
-0.247,1.357,-4.188,2.7938,0.10469
0.046,1.342,-3.656,1.7631,-0.31648
0.027,1.521,-3.248,0.73982,-1.2648
-0.219,1.749,-2.895,0.18002,-1.5108
-0.627,1.986,-2.668,-0.14484,-1.6302
-1.097,2.103,-2.517,-0.37306,-1.7874
-1.475,2.108,-2.372,-0.5261,-1.8447
-1.715,2.024,-2.21,-0.53767,-1.9629
-1.743,1.922,-2.014,-0.32527,-2.0674
-1.616,1.841,-1.775,0.064802,-2.325
-1.333,1.946,-1.453,0.77885,-2.4555
-0.938,2.454,-1.125,1.5645,-2.4735
-0.622,3.333,-0.981,2.1001,-2.5116
-0.281,4.677,-0.948,2.4874,-2.6743
0.124,5.655,-0.864,2.4871,-2.5632
0.386,5.653,-0.775,2.3812,-2.1841
0.44,4.771,-0.786,2.3126,-1.5968
0.35,3.376,-0.74,2.2574,-1.0311
0.514,2.926,-0.612,2.3365,-0.47447
0.434,3.766,-0.594,2.6898,0.1742
-0.337,5.166,-1.144,3.1097,0.84846
-1.485,6.69,-2.081,3.5958,1.3051
-2.238,8.28,-2.844,3.8005,1.5043
-2.627,9.634,-3.373,3.7461,1.6398
-2.565,10.243,-3.496,3.277,1.6727
-1.935,10.3,-3.208,2.5085,1.506
-0.925,10.194,-2.643,1.8236,1.0125
-0.025,9.42,-2.131,1.2552,0.33354
0.367,8.215,-2.016,0.78332,-0.44334
0.351,7.254,-2.139,0.58047,-1.1432
-0.208,6.679,-2.609,0.47802,-1.7288
-1.1,6.414,-3.304,0.57068,-2.195
-1.95,6.489,-4.15,0.84474,-2.5662
-2.413,6.897,-4.761,0.93459,-2.8033
-2.583,7.471,-5.384,0.83483,-2.9096
-2.582,7.707,-5.957,0.55131,-2.5265
-2.558,7.482,-6.472,-0.022517,-2.0531
-2.71,6.9,-7.36,-0.60826,-1.5633
-2.642,6.157,-8.54,-1.1192,-1.119
-2.653,5.51,-10.211,-1.5433,-0.65996
-2.758,5.147,-11.955,-1.943,-0.21217
-3.047,5.089,-13.759,-2.1875,0.23422
-3.335,5.179,-15.369,-1.986,0.30018
-3.257,5.017,-16.126,-1.0924,0.54579
-3.035,4.609,-16.315,0.00040107,1.0594
-2.972,4.426,-16.424,0.90027,1.4023
-3.025,4.519,-16.531,1.6297,1.5463
-3.159,4.683,-16.797,2.0952,1.5983
-3.305,4.865,-17.155,2.3106,1.5348
-3.5,5.007,-17.596,2.0688,1.4449
-3.679,5.046,-17.957,1.2854,1.2483
-3.804,5.011,-18.159,0.49097,0.99829
-3.825,4.929,-18.116,0.22626,1.3893
-3.696,4.64,-17.831,0.72613,2.5123
-3.504,4.088,-17.299,1.4905,3.6167
-3.413,3.545,-16.687,2.0474,4.0125
-3.426,3.329,-16.203,2.2224,3.7239
-3.347,3.097,-15.506,2.2571,2.9957
-3.206,2.8,-14.562,1.9907,1.8309
-3.374,2.718,-13.896,1.2525,0.18591
-4.154,2.874,-14.068,0.11322,-1.8134
-5.661,2.74,-15.329,-0.79764,-3.2728
-6.995,2.222,-16.276,-1.4054,-3.8554
-7.521,2.245,-16.126,-1.626,-3.8621
-7.226,2.662,-14.87,-1.7466,-3.7567
-6.722,2.713,-13.53,-1.7245,-3.5471
-6.152,2.542,-12.432,-1.592,-3.4125
-5.62,2.362,-11.702,-1.5334,-3.4123
-5.169,2.128,-11.281,-1.3126,-3.5448
-4.854,1.81,-10.937,-0.41941,-2.4418
-4.548,1.541,-10.38,0.52461,-0.75573
-4.107,1.346,-9.263,1.1764,0.8577
-3.493,1.062,-7.596,1.5581,1.1042
-2.624,0.572,-5.108,1.9436,0.93439
-2.038,-0.003,-2.946,2.1484,0.31936
-1.453,0.197,-1.22,2.0082,-0.59557
-0.792,1.215,-0.076,1.2234,-2.5587
0.054,2.248,0.815,0.41574,-4.6013
1.456,2.426,1.936,-0.06675,-6.1066
2.979,1.586,2.982,-0.38033,-6.2132
4.374,0.534,3.769,-0.75541,-6.2948
5.157,-0.156,4.19,-1.0865,-6.2924
5.155,-0.353,4.377,-1.2985,-6.4114
4.508,-0.272,4.319,-1.345,-6.5668
3.475,-0.077,4.079,-1.462,-6.6244
2.529,0.346,3.759,-1.902,-6.5294
1.859,0.4,3.496,-2.6353,-6.4306
1.318,-0.468,3.115,-3.4451,-6.2215
0.768,-2.249,2.575,-3.9913,-6.135
0.264,-4.288,2.216,-4.2481,-6.0489
-0.201,-5.242,2.133,-4.3568,-6.2354
-0.578,-4.954,2.302,-4.2934,-6.4818
-0.943,-4.176,2.365,-4.0877,-6.8913
-1.136,-3.649,2.283,-3.6274,-7.3365
-1.26,-3.971,2.097,-2.9571,-8.002
-1.513,-4.835,1.709,-1.9669,-8.6697
-1.815,-4.809,1.047,-0.53618,-7.7688
-2.472,-3.475,-0.412,0.74017,-6.7544
-3.351,-1.616,-2.65,1.7521,-5.4701
-4.257,0.049,-5.295,2.5845,-3.9148
-5.078,1.126,-7.863,2.9106,-2.1652
-5.503,1.635,-9.854,2.6957,-0.31261
-5.751,1.661,-11.226,1.8748,1.3571
-5.647,1.717,-11.804,1.1631,1.8269
-5.526,1.812,-12.08,1.3184,3.2781
-5.427,1.942,-12.227,1.6311,4.5436
-5.04,1.916,-12.168,1.8194,4.9958
-4.593,1.771,-12.071,1.9764,5.1065
-4.16,1.741,-12.002,2.0017,4.8593
-3.833,2.018,-12.051,2.0424,4.4395
-3.872,2.459,-12.615,1.7538,3.7392
-3.923,2.824,-12.991,1.265,2.6614
-3.812,3.479,-13.194,1.1285,1.8718
-3.513,4.561,-13.101,1.1195,1.8168
-3.074,5.767,-12.711,0.98032,1.8551
-2.798,6.285,-12.446,0.75547,2.02
-2.652,5.922,-12.239,0.70132,2.3072
-2.515,5.175,-11.965,1.281,3.3792
-2.397,4.372,-11.575,2.2034,4.6781
-2.119,3.843,-10.689,3.2819,5.8247
-1.822,3.603,-9.171,4.3241,5.9299
-1.62,4.301,-7.81,5.1099,5.5736
-1.966,5.357,-7.146,5.5341,4.8508
-2.36,6.067,-6.755,5.3453,3.7576
-2.674,6.356,-6.561,4.3513,1.854
-2.767,6.377,-6.336,3.2508,-0.14485
-2.717,6.268,-6.091,2.2847,-1.684
-2.619,6.12,-5.873,1.7167,-2.0882
-2.561,5.856,-5.78,1.9683,-1.9245
-2.67,5.275,-5.828,2.684,-0.91692
-2.828,4.308,-5.962,3.5123,0.26997
-3.06,3.089,-6.158,4.3048,1.5778
-3.429,2.099,-6.303,4.7725,3.0303
-3.892,1.33,-6.457,5.1541,4.3406
-4.335,0.913,-6.654,5.2539,5.3639
-5.004,0.579,-7.151,4.9026,5.8279
-5.94,0.018,-7.939,4.3938,5.5632
-6.604,-0.73,-8.745,4.0184,5.3619
-6.935,-1.285,-9.441,3.8317,5.1121
-7.009,-1.774,-10.05,3.7811,4.8833
-7.061,-2.226,-10.814,3.6297,4.7333
-6.999,-2.509,-11.537,3.4379,4.7858
-6.954,-2.84,-12.108,3.162,5.0687
-7.057,-3.226,-12.495,2.8885,5.4609
-7.26,-3.663,-12.628,2.7053,5.9074
-7.473,-4.061,-12.573,2.844,6.4399
-7.662,-4.545,-12.371,3.3293,6.7587
-7.893,-4.856,-12.2,4.0116,7.0746
-8.188,-4.068,-12.529,4.5245,7.2142
-8.553,-2.625,-13.527,4.9254,7.2539
-8.653,-1.537,-14.498,5.2448,7.3022
-8.721,-1.065,-15.246,5.5483,6.4033
-9.001,-1.075,-15.759,5.5018,6.4421
-9.445,-1.072,-15.988,5.265,5.4199
-10.244,-0.759,-15.987,4.9886,4.1103
-11.652,-0.391,-16.12,4.8446,2.6976
-13.195,-0.2,-16.388,4.7437,1.2049
-14.209,-0.165,-16.574,4.688,-0.27313
-14.396,-0.194,-16.567,4.5255,-0.86342
-13.927,-0.133,-16.276,4.5945,-2.2715
-13.13,0.016,-15.797,4.7669,-2.4096
-12.391,0.315,-15.267,4.8953,-2.5582
-11.889,0.776,-14.819,5.0099,-2.8631
-11.522,1.208,-14.581,4.9485,-3.2746
-11.443,1.096,-14.735,4.6997,-3.8533
-11.324,0.265,-15.122,4.4659,-4.4621
-11.123,-1.267,-15.74,4.1718,-5.0647
-10.941,-2.722,-16.541,3.7817,-5.5085
-10.85,-3.097,-17.229,3.4785,-5.8985
-10.88,-3.016,-17.592,3.1215,-6.1284
-10.847,-2.667,-17.595,2.6654,-6.4001
-10.797,-2.465,-17.488,1.865,-6.7763
-10.945,-2.799,-17.595,0.98107,-7.8265
-11.803,-4.211,-18.672,0.77781,-8.7471
-13.347,-6.441,-20.991,0.17217,-9.8161
-15.101,-8.725,-24.412,-0.40056,-10.668
-16.375,-10.346,-26.976,-0.87861,-11.142
-17.092,-11.258,-28.266,-1.0283,-11.188
-17.533,-11.709,-28.74,-0.67651,-10.738
-17.61,-11.749,-28.604,-0.39437,-9.6574
-17.173,-11.282,-28.087,-0.72063,-8.7099
-16.233,-10.329,-27.347,-0.4861,-7.5859
-14.922,-9.156,-26.413,-0.70298,-6.4867
-13.348,-8.211,-24.933,-1.1953,-5.5218
-11.489,-7.813,-22.965,-2.1628,-4.6755
-9.308,-7.821,-20.233,-3.3344,-4.1724
-6.999,-8.355,-16.31,-4.3567,-3.4751
-6.22,-9.422,-14.777,-5.1363,-2.6503
-6.348,-9.547,-14.873,-5.5639,-1.8647
-6.882,-8.487,-16.206,-5.5526,-1.0383
-7.157,-6.944,-17.445,-5.1675,-0.29438
-7.118,-5.59,-18.282,-4.5185,0.59016
-6.805,-4.647,-18.525,-4.239,1.4246
-6.29,-3.771,-18.351,-4.229,1.8364
-5.99,-3.411,-18.181,-4.342,1.9084
-5.607,-3.668,-17.848,-4.7476,1.7941
-4.894,-4.495,-17.169,-5.2714,1.6548
-4.027,-5.026,-16.452,-5.54,1.6009
-3.119,-4.721,-15.852,-6.2643,1.623
-2.546,-4.037,-15.367,-6.6734,1.9666
-2.594,-3.805,-15.246,-7.0181,2.4187
-2.75,-3.904,-15.392,-6.9884,2.6745
-2.727,-4.06,-15.429,-5.9146,3.617
-2.839,-4.186,-15.803,-4.4729,4.5535
-2.851,-4.15,-16.219,-3.6755,5.4738
-2.742,-4.052,-16.675,-2.6597,5.586
-2.58,-3.968,-17.107,-2.0107,5.4457
-2.372,-3.967,-17.447,-1.5923,5.2319
-2.147,-4.037,-17.567,-1.8072,5.0079
-1.891,-4.148,-17.488,-2.7601,4.0394
-1.601,-4.152,-17.297,-3.6907,2.9947
-1.298,-4.096,-17.048,-4.0873,2.0468
-0.995,-4.009,-16.835,-4.1689,1.722
-0.739,-3.821,-16.705,-4.0791,1.4466
-0.493,-3.578,-16.509,-3.9659,1.1192
-0.257,-3.165,-16.173,-3.7833,0.87231
-0.134,-2.64,-15.668,-3.4041,0.84164
-0.289,-1.898,-15.207,-2.3817,1.679
-0.551,-1.214,-14.663,-1.1698,2.9514
-0.737,-0.76,-13.561,-0.060734,4.299
-0.682,-0.348,-11.758,0.91362,4.0165
-0.285,0.242,-9.129,1.6669,3.2616
0.143,0.768,-6.473,1.9822,2.0241
0.913,1.405,-3.471,1.5567,0.31931
1.366,1.87,-1.146,-0.013121,-2.2196
1.256,1.397,0.232,-1.8751,-4.8464
0.523,-0.625,0.727,-3.411,-7.0525
-0.444,-3.647,0.762,-4.5152,-7.6188
-1.238,-6.127,0.67,-5.2509,-8.0225
-1.355,-6.737,0.668,-5.482,-8.2692
-1.044,-6.719,0.688,-5.1253,-8.4882
-0.651,-6.366,0.602,-4.199,-8.7146
-0.252,-5.838,0.234,-3.284,-8.9551
0.484,-4.859,-0.391,-2.897,-9.1343
1.567,-3.479,-1.117,-3.1453,-8.9657
2.601,-2.444,-1.769,-3.8689,-8.6623
3.346,-2.652,-1.984,-4.8001,-8.0902
3.481,-4.286,-1.572,-5.6424,-7.4544
3.062,-6.955,-0.691,-6.2498,-6.8797
2.378,-8.997,0.236,-6.4738,-6.3691
1.944,-9.265,0.958,-6.2595,-6.0721
1.889,-8.662,1.426,-5.7015,-6.2365
2.014,-7.628,1.597,-5.053,-6.5305
2.164,-6.611,1.549,-4.5913,-7.029
2.293,-6.006,1.35,-4.6413,-7.3128
2.324,-5.997,1.176,-4.9594,-7.3522
2.233,-6.332,1.303,-4.8511,-7.1882
2.055,-6.674,1.669,-3.9186,-6.1863
1.801,-6.587,2.084,-2.8333,-4.7118
1.542,-6.212,2.376,-1.9954,-2.7763
1.327,-5.789,2.467,-1.5102,-1.9552
1.301,-5.601,2.532,-1.2569,-1.4834
1.234,-5.806,2.547,-1.3223,-1.3185
1.105,-6.316,2.57,-1.918,-1.4986
0.831,-6.958,2.728,-3.0309,-2.4083
0.504,-7.364,2.966,-3.845,-3.5837
0.232,-7.341,3.211,-4.1497,-4.9435
0.089,-6.988,3.43,-4.098,-5.2583
-0.016,-6.524,3.554,-3.9985,-5.6646
-0.188,-6.278,3.427,-3.9486,-6.1677
-0.412,-6.422,3.009,-3.7793,-6.6873
-0.679,-6.695,2.352,-3.4186,-7.1852
-0.972,-6.846,1.479,-2.8394,-7.5321
-1.123,-6.357,0.761,-2.1212,-7.8407
-1.173,-4.933,0.233,-1.5853,-7.9954
-1.068,-3.209,0.042,-1.1887,-8.0719
-0.847,-2.009,0.153,-0.91861,-8.0788
-0.744,-1.665,0.316,-0.65284,-6.7553
-0.761,-1.947,0.373,0.00028648,-5.0671
-0.776,-2.559,0.378,0.53647,-3.0664
-0.755,-3.089,0.294,0.89998,-1.7351
-0.911,-3.227,-0.045,1.304,-0.63542
-1.041,-2.918,-0.513,1.6514,0.27857
-1.092,-2.372,-0.946,1.8452,0.92625
-1.187,-1.801,-1.335,1.7488,0.31052
-1.602,-1.254,-1.899,1.1751,-0.36637
-2.088,-0.636,-2.525,0.82446,-0.90191
-2.395,0.244,-3.021,1.1387,-0.36482
-2.493,1.344,-3.241,2.2823,1.1296
-2.313,2.574,-3.207,3.5564,3.0756
-1.86,3.642,-2.916,4.5414,5.1232
-1.197,4.141,-2.396,5.1182,5.9454
-0.559,4.156,-1.898,5.411,6.4118
-0.157,3.948,-1.527,5.5116,6.3621
-0.143,3.621,-1.396,5.2221,5.6434
-0.344,3.036,-1.294,4.3718,3.9056
-0.48,2.591,-1.171,3.6867,1.7951
-0.518,2.477,-1.308,3.329,-0.16753
-0.346,2.708,-1.846,3.1262,-0.94505
0.005,2.777,-2.635,3.1043,-1.6354
0.425,2.305,-3.475,3.0729,-2.2828
0.718,1.538,-4.368,2.98,-2.7642
0.845,1.081,-5.27,2.8299,-2.8066
0.764,1.043,-6.298,2.618,-2.4428
0.86,1.136,-6.659,2.4574,-1.9997
1.346,0.833,-5.638,2.4135,-1.6573
1.81,0.508,-4.008,2.383,-1.6174
1.873,0.343,-2.951,2.3834,-1.6195
1.703,0.445,-2.865,2.4142,-1.7267
1.562,0.734,-3.481,2.527,-1.8684
1.466,0.957,-4.276,2.698,-1.9956
1.485,0.999,-4.722,2.7092,-1.8097
1.703,0.91,-4.099,2.6855,-1.3862
1.869,0.627,-2.876,2.6579,-0.80274
1.777,0.193,-1.675,2.7839,-0.34028
1.525,0.017,-0.911,3.0193,0.15824
1.281,0.261,-0.912,3.2296,0.42174
1.148,0.69,-1.593,3.3153,0.6909
1.117,1.038,-2.499,3.6956,1.0868
1.205,0.973,-3.041,4.617,2.4695
1.307,0.518,-2.896,5.5657,4.2408
1.427,-0.106,-2.11,6.3907,6.3204
1.475,-0.912,-0.871,7.1074,8.2339
1.355,-1.764,0.331,8.0681,9.175
1.169,-1.271,0.991,8.9357,9.4761
1.2,0.691,1.224,9.4184,9.1784
1.277,3.062,1.121,9.1966,7.8443
1.349,5.098,0.937,8.8193,6.4351
1.484,6.52,0.739,8.3979,4.9996
1.481,7.139,0.368,7.9311,3.8782
1.637,7.176,0.281,7.1161,3.7172
1.731,6.78,0.282,6.3025,3.9425
1.773,5.932,0.415,5.8237,4.6959
1.976,4.397,0.946,5.8907,6.3176
2.202,2.231,1.574,5.2447,6.207
2.901,0.205,2.844,4.7363,5.8024
4.095,-0.734,5.108,5.0196,5.2319
5.194,-0.385,7.701,5.2443,4.0831
5.868,0.35,9.72,5.3931,2.5962
6.173,0.833,10.827,5.1236,0.79658
6.184,0.698,11.124,4.4973,-1.4625
6.008,0.053,10.916,4.7872,-1.8121
5.771,-0.587,10.577,4.9253,-2.0825
5.647,-0.933,10.556,4.3952,-2.558
5.639,-0.732,10.789,4.0649,-2.917
5.672,-0.066,11.006,3.9428,-3.4072
5.477,0.524,10.586,3.7964,-4.0228
5.127,0.781,9.411,3.598,-4.4526
4.735,0.599,7.707,3.3111,-4.5515
4.501,0.162,6.247,2.8933,-4.1076
4.491,-0.247,5.919,2.4933,-3.0171
4.573,-0.776,7.096,2.312,-1.7856
4.746,-1.504,9.815,2.3014,-0.91092
4.953,-2.313,13.295,3.0213,-0.48282
4.653,-2.382,15.47,4.0032,0.63106
3.708,-1.574,14.481,4.8062,2.0562
2.649,-0.947,11.707,5.3127,2.4923
2.504,-1.135,10.202,5.6119,2.2415
3.125,-1.86,11.431,5.6826,1.5652
2.956,-2.595,12.788,5.4939,0.88882
2.278,-2.857,12.485,4.6977,0.35597
1.351,-2.406,10.478,3.8399,-0.80357
0.589,-1.9,8.316,3.3224,-1.8699
0.512,-1.37,7.647,3.7158,-1.0692
0.854,-1.205,8.83,4.5683,-0.012013
1.021,-1.485,10.51,5.2522,0.5679
0.891,-2.053,11.106,5.6059,0.70981
0.589,-2.172,9.617,5.6469,0.56263
0.351,-1.873,7.124,5.5133,0.24286
0.412,-1.89,5.547,5.2153,-0.36724
0.74,-2.171,5.929,4.4189,-1.5993
1.019,-2.322,7.953,3.445,-2.2076
1.134,-2.237,9.366,2.721,-1.9067
1.129,-1.927,10.121,2.3723,-1.4705
1.163,-1.663,10.451,2.1447,-1.4117
1.112,-1.482,10.28,1.9486,-1.8504
0.912,-1.316,9.744,1.8837,-2.2067
0.528,-1.319,9.112,1.788,-2.3173
-0.018,-1.674,8.559,1.6011,-2.2928
-0.118,-1.638,8.589,1.5492,-2.1663
-0.022,-1.452,9.119,1.4215,-2.0446
-0.007,-1.316,9.579,1.3869,-2.0943
-0.312,-1.207,9.542,1.1879,-2.1371
-0.655,-1.052,9.153,0.85001,-2.2728
-1.03,-0.958,8.613,0.53194,-2.4676
-1.346,-1.023,8.191,0.428,-2.7588
-1.464,-1.318,8.118,0.97751,-3.0449
-1.428,-1.593,8.29,2.1352,-3.2043
-1.38,-1.719,8.282,3.2504,-2.9675
-1.358,-1.604,7.681,4.257,-2.8091
-1.197,-1.311,6.86,5.1894,-2.5578
-1.021,-0.921,6.082,5.8458,-2.2603
-0.982,-0.395,5.401,5.9757,-1.6809
-1.13,0.366,4.883,5.2362,-1.0312
-1.435,0.921,4.571,4.0774,-0.47315
-1.772,0.994,4.451,3.1333,-0.18569
-1.914,0.864,4.448,2.4261,0.074207
-1.942,0.878,4.413,2.1978,0.29965
-1.765,1.037,4.413,2.5942,1.1973
-1.543,1.095,4.411,3.0538,1.6109
-1.277,1.044,4.451,3.3721,1.7555
-1.071,0.934,4.463,3.5289,1.6932
-1.007,0.89,4.31,3.5657,1.5236
-1.132,1.13,3.941,3.4151,1.2461
-1.367,1.674,3.396,2.6833,0.88422
-1.698,2.207,2.73,1.5257,-0.11492
-1.908,2.459,2.166,0.7251,-0.4968
-1.888,2.422,1.811,0.19887,-0.55819
-1.745,2.274,1.586,-0.24746,-0.46594
-1.525,2.21,1.389,-0.66104,-0.36271
-1.304,2.179,1.235,-0.96416,-0.20595
-1.207,2.156,1.095,-1.1033,-0.12172
-1.193,2.117,0.972,-1.1023,-0.050716
-1.226,2.094,0.881,-1.1003,0.019599
-1.26,2.119,0.83,-1.1695,0.10098
-1.22,2.109,0.863,-0.97201,0.12286
-1.107,2.066,0.971,0.10663,0.203
-0.811,2.044,1.238,1.6316,1.1196
-0.335,1.984,1.539,3.0353,1.7652
0.426,2.009,1.847,4.0374,1.9408
1.456,2.433,2.167,4.4729,1.9535
2.143,3.159,2.247,4.5527,1.9266
2.516,3.409,2.28,3.9611,1.8674
2.73,3.002,2.399,2.4747,1.7421
2.782,2.483,2.511,0.80308,0.92615
3.003,2.217,2.665,-0.47184,0.74604
3.311,2.068,2.78,-1.3065,1.0819
3.481,2.013,2.889,-1.7614,1.556
3.477,1.957,3.07,-2.0033,1.9873
3.299,1.762,3.4,-2.0343,2.5541
2.989,1.393,3.7,-2.0461,3.0023
2.733,1.205,3.709,-2.1036,3.4878
2.584,1.148,3.273,-2.1539,3.9002
2.61,1.131,2.758,-2.1417,4.431
2.7,1.112,2.564,-2.0817,4.5789
2.766,1.004,2.814,-2.1004,3.8367
2.767,0.795,3.31,-2.1105,2.3051
2.667,0.598,3.584,-2.1666,0.62235
2.532,0.535,3.368,-2.2294,-1.1006
2.47,0.546,2.859,-2.3795,-2.5695
2.419,0.48,2.583,-2.345,-3.9473
2.439,0.338,2.996,-2.2212,-4.9554
2.187,0.237,4.079,-1.9958,-5.1877
1.648,0.513,4.986,-1.7897,-5.0149
1.093,1.132,5.027,-1.6336,-4.7139
0.736,1.653,4.631,-1.4399,-4.4825
0.458,1.955,4.392,-1.3073,-4.3382
0.166,2.091,4.664,-1.4219,-4.0467
-0.124,2.028,5.399,-1.5507,-3.6366
-0.204,1.792,6.478,-1.7928,-3.254
-0.173,1.672,7.486,-2.0871,-3.0776
0.08,1.662,7.962,-2.1054,-3.2462
0.652,1.569,7.876,-1.4063,-3.07
1.394,1.165,7.237,-0.57996,-2.6143
2.17,0.639,6.549,0.039305,-2.427
3.047,0.238,6.484,0.43637,-2.0684
3.765,0.088,7.011,0.74011,-1.5074
4.184,0.15,7.917,0.91064,-0.91792
