5.132,2.217,31.53,1.7732,5.5588
5.769,2.315,31.403,2.041,5.4042
6.518,2.408,31.12,2.2778,5.2352
7.469,2.455,30.865,2.3613,5.0603
8.444,2.345,30.548,2.4278,4.7516
9.123,2.108,30.131,2.3506,4.4826
9.61,1.747,29.795,2.188,4.0853
9.983,1.402,29.535,1.8773,3.678
10.093,1.223,29.166,1.6834,3.2576
9.911,1.149,28.584,1.5631,2.7627
9.469,1.138,27.779,1.4005,2.2694
8.918,1.2,26.907,1.1881,1.9119
8.455,1.331,26.172,1.0461,1.5788
8.062,1.515,25.573,1.0348,1.3342
7.712,1.707,25.126,1.0859,1.1126
7.31,1.839,24.731,1.0744,1.0257
6.85,1.888,24.366,0.94531,1.0146
6.351,1.889,24.028,0.9535,1.0108
5.906,1.856,23.81,1.0287,0.87835
5.43,1.817,23.611,1.0969,0.72489
4.985,1.858,23.424,1.1005,0.55972
4.557,2.029,23.185,1.1091,0.44344
4.093,2.285,22.835,1.1214,0.26739
3.503,2.541,22.354,1.1224,0.10522
2.831,2.803,21.764,1.1095,0.032206
2.284,3.063,21.274,1.0991,0.1741
1.956,3.272,21.021,1.0935,0.47599
1.882,3.442,21.091,1.0941,0.8159
1.874,3.603,21.367,1.1003,1.1738
1.892,3.695,21.857,1.1105,1.6628
1.935,3.418,22.27,1.1788,2.1533
1.85,2.637,22.613,1.1111,2.5669
1.813,2.025,23.228,1.0317,2.8938
1.889,1.528,24.01,0.94474,3.0777
1.961,1.258,24.73,0.85368,3.3101
2.046,1.184,25.37,0.76486,3.6002
2.28,1.325,26.051,0.61531,3.7759
2.52,1.532,26.536,0.4653,3.9595
2.551,1.485,26.845,0.37581,4.1437
2.395,1.153,27.078,0.21434,4.317
2.156,0.648,27.274,0.043774,4.4703
1.911,0.231,27.649,-0.12599,4.5434
1.608,-0.007,28.147,-0.287,4.5467
1.064,-0.056,28.265,-0.37672,4.5476
0.409,0.13,28.2,-0.45826,4.4798
-0.31,0.696,27.978,-0.52787,4.3983
-1.129,1.406,27.649,-0.52787,4.3084
-2.018,2.093,27.225,-0.52742,4.2155
-2.732,2.731,27.018,-0.52713,4.1247
-3.487,3.119,26.645,-0.5265,3.9738
-4.22,3.257,26.14,-0.52656,3.8894
-4.709,3.16,25.668,-0.45745,3.8785
-5.03,2.999,25.142,-0.37661,3.875
-5.182,2.962,24.656,-0.35678,3.8779
-5.164,2.982,24.376,-0.34601,3.8859
-5.02,3.165,24.224,-0.4154,3.8977
