0.84895,-0.076245,0.52294,0,0.10953,0.99344,-0.032973,0,-0.517,0.085272,0.85173,0,0,0,0,1
0.8492,-0.085794,0.52105,0,0.12138,0.99201,-0.034477,0,-0.51393,0.092521,0.85283,0,0,0,0,1
0.85055,-0.097179,0.51683,0,0.13499,0.99019,-0.035969,0,-0.50827,0.10036,0.85533,0,0,0,0,1
0.8511,-0.11158,0.51302,0,0.15166,0.98775,-0.036768,0,-0.50263,0.1091,0.85759,0,0,0,0,1
0.85187,-0.12646,0.50826,0,0.16729,0.98528,-0.035237,0,-0.49632,0.11504,0.86048,0,0,0,0,1
0.85394,-0.13713,0.50198,0,0.17668,0.98375,-0.031813,0,-0.48946,0.11586,0.86429,0,0,0,0,1
0.85563,-0.14487,0.4969,0,0.1818,0.98298,-0.026456,0,-0.48461,0.11297,0.86741,0,0,0,0,1
0.85688,-0.15083,0.49296,0,0.18518,0.98247,-0.021288,0,-0.4811,0.10953,0.86979,0,0,0,0,1
0.8597,-0.15303,0.48734,0,0.18545,0.98248,-0.018638,0,-0.47595,0.1064,0.87301,0,0,0,0,1
0.86501,-0.15114,0.47845,0,0.18153,0.98323,-0.017608,0,-0.46776,0.10209,0.87794,0,0,0,0,1
0.8727,-0.14555,0.46606,0,0.17361,0.98466,-0.017572,0,-0.45635,0.096249,0.88458,0,0,0,0,1
0.88096,-0.13824,0.45254,0,0.16435,0.98623,-0.018675,0,-0.44373,0.090828,0.89155,0,0,0,0,1
0.88772,-0.13196,0.44107,0,0.15713,0.98736,-0.020847,0,-0.43274,0.08781,0.89723,0,0,0,0,1
0.89312,-0.12651,0.43166,0,0.1515,0.98817,-0.023849,0,-0.42354,0.086694,0.90172,0,0,0,0,1
0.89719,-0.1215,0.42461,0,0.14667,0.98882,-0.02697,0,-0.41659,0.086474,0.90497,0,0,0,0,1
0.9009,-0.11557,0.41836,0,0.14049,0.98965,-0.029148,0,-0.41066,0.085034,0.90781,0,0,0,0,1
0.90443,-0.10865,0.41256,0,0.1327,0.9907,-0.030011,0,-0.40547,0.081891,0.91043,0,0,0,0,1
0.90774,-0.10103,0.40718,0,0.1239,0.99184,-0.030107,0,-0.40082,0.077779,0.91285,0,0,0,0,1
0.91003,-0.094139,0.4037,0,0.11585,0.99282,-0.029631,0,-0.39802,0.073734,0.91441,0,0,0,0,1
0.91217,-0.086708,0.40052,0,0.10722,0.99381,-0.029053,0,-0.39553,0.069447,0.91583,0,0,0,0,1
0.91412,-0.079734,0.39753,0,0.09969,0.99457,-0.029751,0,-0.393,0.066825,0.91711,0,0,0,0,1
0.91633,-0.073034,0.3937,0,0.093296,0.99511,-0.032546,0,-0.3894,0.066554,0.91866,0,0,0,0,1
0.91928,-0.065782,0.38808,0,0.086752,0.99555,-0.036745,0,-0.38394,0.067446,0.92089,0,0,0,0,1
0.92312,-0.056509,0.38033,0,0.077871,0.99612,-0.041003,0,-0.37654,0.067467,0.92394,0,0,0,0,1
0.92759,-0.04587,0.37078,0,0.067441,0.99669,-0.045416,0,-0.36747,0.067134,0.92761,0,0,0,0,1
0.93112,-0.037137,0.36283,0,0.059168,0.99701,-0.049793,0,-0.35989,0.067831,0.93052,0,0,0,0,1
0.93291,-0.03186,0.35871,0,0.054538,0.99709,-0.053278,0,-0.35597,0.069266,0.93193,0,0,0,0,1
0.93251,-0.030641,0.35985,0,0.054375,0.99695,-0.056016,0,-0.35704,0.071802,0.93133,0,0,0,0,1
0.93077,-0.030454,0.36434,0,0.055521,0.99674,-0.058523,0,-0.36137,0.0747,0.92943,0,0,0,0,1
0.92761,-0.030642,0.37229,0,0.056926,0.99659,-0.059813,0,-0.36919,0.076676,0.92619,0,0,0,0,1
0.92488,-0.031247,0.37897,0,0.056287,0.99689,-0.055173,0,-0.37607,0.072359,0.92376,0,0,0,0,1
0.92264,-0.029801,0.3845,0,0.04993,0.99785,-0.042471,0,-0.38241,0.058384,0.92215,0,0,0,0,1
0.91848,-0.029073,0.39439,0,0.045547,0.99843,-0.032471,0,-0.39283,0.047788,0.91837,0,0,0,0,1
0.91298,-0.030111,0.4069,0,0.043796,0.99874,-0.024358,0,-0.40565,0.040059,0.91315,0,0,0,0,1
0.90776,-0.031081,0.41834,0,0.04339,0.99886,-0.019941,0,-0.41725,0.036254,0.90807,0,0,0,0,1
0.90298,-0.032259,0.42846,0,0.044542,0.99883,-0.01867,0,-0.42736,0.035944,0.90337,0,0,0,0,1
0.89769,-0.035741,0.43917,0,0.04992,0.99854,-0.020774,0,-0.43779,0.040572,0.89816,0,0,0,0,1
0.89379,-0.039336,0.44676,0,0.055885,0.99815,-0.023919,0,-0.44499,0.046346,0.89433,0,0,0,0,1
0.89135,-0.039712,0.45158,0,0.056185,0.99815,-0.023122,0,-0.44983,0.045982,0.89193,0,0,0,0,1
0.88961,-0.037208,0.4552,0,0.050932,0.99854,-0.017917,0,-0.45387,0.039123,0.89021,0,0,0,0,1
0.8882,-0.033438,0.45825,0,0.042797,0.99903,-0.010052,0,-0.45747,0.02854,0.88877,0,0,0,0,1
0.88531,-0.029539,0.46405,0,0.035217,0.99937,-0.0035713,0,-0.46366,0.019504,0.8858,0,0,0,0,1
0.88139,-0.024743,0.47174,0,0.028004,0.99961,0.00010772,0,-0.47155,0.013115,0.88174,0,0,0,0,1
0.88061,-0.016355,0.47355,0,0.018106,0.99984,0.00086085,0,-0.47349,0.0078162,0.88077,0,0,0,0,1
0.88128,-0.006291,0.47255,0,0.0082105,0.99996,-0.0019996,0,-0.47252,0.0056421,0.8813,0,0,0,0,1
0.88311,0.0047782,0.46913,0,0.00028846,0.99994,-0.010728,0,-0.46916,0.009609,0.88306,0,0,0,0,1
0.88564,0.017453,0.46405,0,-0.0083133,0.99973,-0.021735,0,-0.46431,0.015391,0.88554,0,0,0,0,1
