-6.249,-3.716,-23.506,-1.4088,1.9235
-6.564,-3.783,-23.467,-1.5874,2.1406
-6.751,-3.961,-23.232,-1.841,2.3133
-7.16,-4.144,-23.223,-2.1013,2.6303
-7.492,-4.247,-23.078,-2.3541,2.962
-7.79,-4.246,-22.891,-2.6546,3.3035
-7.988,-4.081,-22.57,-2.829,3.7174
-8.114,-3.754,-22.181,-2.9304,4.0626
-8.253,-3.345,-21.848,-3.0104,4.3184
-8.404,-2.965,-21.587,-3.0107,4.5508
-8.46,-2.844,-21.322,-2.9997,4.6454
-8.394,-3.122,-20.892,-2.9791,4.7821
-8.306,-3.678,-20.372,-2.8968,4.855
-8.287,-4.294,-19.96,-2.9636,4.8713
-8.426,-4.69,-19.797,-3.1263,5.0183
-8.423,-5.089,-19.435,-3.3062,5.1087
-8.473,-5.456,-19.178,-3.5593,5.1347
-8.501,-5.691,-19.005,-3.8195,5.207
-8.454,-5.754,-18.828,-4.0762,5.2805
-8.344,-5.6,-18.675,-4.2402,5.3558
-8.177,-5.27,-18.562,-4.2484,5.4345
-8.017,-4.781,-18.505,-4.2404,5.458
-7.93,-4.256,-18.574,-4.0788,5.5437
-7.842,-3.774,-18.746,-3.8269,5.6178
-7.773,-3.364,-18.895,-3.4961,5.6848
-7.687,-3.075,-18.943,-3.087,5.6853
-7.606,-2.913,-18.995,-2.7361,5.7525
-7.608,-2.723,-19.041,-2.3922,5.8994
-7.539,-2.615,-19.023,-2.0711,6.0046
-7.467,-2.474,-18.926,-1.968,6.1063
-7.474,-2.326,-18.889,-1.8974,6.202
-7.615,-2.139,-18.988,-1.9166,6.2821
-7.944,-1.839,-19.246,-2.0076,6.4081
-8.332,-1.544,-19.537,-2.0965,6.4139
-8.727,-1.346,-19.788,-2.1079,6.3565
-8.258,-0.984,-19.018,-2.1665,6.4244
-7.906,-1.171,-18.233,-2.1597,6.502
-7.833,-1.347,-17.918,-2.0899,6.6546
-7.672,-1.629,-17.477,-2.0805,6.7486
-7.403,-2.022,-16.939,-2.08,6.7116
-7.073,-2.418,-16.318,-2.1585,6.7129
-6.883,-2.701,-15.951,-2.3114,6.6237
