0.99664,0.033445,0.07477,0,-0.031398,0.9991,-0.028383,0,-0.075652,0.02594,0.9968,0,0,0,0,1
0.99701,0.036977,0.067911,0,-0.035279,0.99904,-0.026029,0,-0.068808,0.023556,0.99735,0,0,0,0,1
0.99734,0.041452,0.059951,0,-0.040156,0.99894,-0.022664,0,-0.060827,0.020196,0.99794,0,0,0,0,1
0.9976,0.044306,0.053242,0,-0.043277,0.99886,-0.020338,0,-0.054082,0.017985,0.99837,0,0,0,0,1
0.99782,0.044787,0.048553,0,-0.043861,0.99884,-0.019977,0,-0.049392,0.017803,0.99862,0,0,0,0,1
0.99801,0.044132,0.045136,0,-0.043205,0.99884,-0.021322,0,-0.046025,0.019329,0.99875,0,0,0,0,1
0.99822,0.042763,0.041579,0,-0.041815,0.99885,-0.0234,0,-0.042532,0.02162,0.99886,0,0,0,0,1
0.99847,0.040539,0.037638,0,-0.03954,0.99886,-0.026926,0,-0.038686,0.025396,0.99893,0,0,0,0,1
0.99874,0.037879,0.032876,0,-0.03688,0.99885,-0.030487,0,-0.033993,0.029236,0.99899,0,0,0,0,1
0.99891,0.035494,0.030207,0,-0.034549,0.99891,-0.031257,0,-0.031284,0.030179,0.99905,0,0,0,0,1
0.99903,0.03349,0.028532,0,-0.032612,0.999,-0.030718,0,-0.029532,0.029758,0.99912,0,0,0,0,1
0.99912,0.032167,0.027049,0,-0.031366,0.99907,-0.029516,0,-0.027974,0.028641,0.9992,0,0,0,0,1
0.99919,0.030249,0.026631,0,-0.029521,0.99919,-0.027301,0,-0.027435,0.026493,0.99927,0,0,0,0,1
0.99925,0.028313,0.026264,0,-0.027665,0.99931,-0.024738,0,-0.026946,0.023993,0.99935,0,0,0,0,1
0.99933,0.026168,0.025654,0,-0.0256,0.99943,-0.022226,0,-0.02622,0.021555,0.99942,0,0,0,0,1
0.99942,0.023745,0.024327,0,-0.023255,0.99953,-0.020221,0,-0.024796,0.019644,0.9995,0,0,0,0,1
0.99952,0.020571,0.023071,0,-0.020163,0.99964,-0.017744,0,-0.023428,0.017271,0.99958,0,0,0,0,1
0.99963,0.017693,0.020838,0,-0.017373,0.99973,-0.015442,0,-0.021105,0.015074,0.99966,0,0,0,0,1
0.99972,0.012598,0.020105,0,-0.01236,0.99985,-0.011935,0,-0.020252,0.011683,0.99973,0,0,0,0,1
0.99977,0.0082188,0.02,0,-0.0080463,0.99993,-0.0086899,0,-0.02007,0.0085269,0.99976,0,0,0,0,1
0.99981,0.0042578,0.019128,0,-0.0041477,0.99997,-0.0057934,0,-0.019152,0.005713,0.9998,0,0,0,0,1
0.99984,0.00094232,0.018046,0,-0.00087791,0.99999,-0.0035773,0,-0.018049,0.0035609,0.99983,0,0,0,0,1
0.99988,-0.0013961,0.015411,0,0.001424,1,-0.0017975,0,-0.015408,0.0018192,0.99988,0,0,0,0,1
0.99993,-0.0021292,0.011624,0,0.0021392,1,-0.00085515,0,-0.011622,0.00087996,0.99993,0,0,0,0,1
0.99996,-0.002583,0.0085869,0,0.0025811,1,0.00022688,0,-0.0085875,-0.00020471,0.99996,0,0,0,0,1
0.99998,-0.0030019,0.006161,0,0.0030009,1,0.00017453,0,-0.0061615,-0.00015604,0.99998,0,0,0,0,1
0.99998,-0.0037,0.00466,0,0.0037,0.99999,1.7453e-05,0,-0.00466,-2.1071e-07,0.99999,0,0,0,0,1
0.99998,-0.0038571,0.0038921,0,0.0038528,0.99999,0.001117,0,-0.0038964,-0.001102,0.99999,0,0,0,0,1
0.99999,-0.0036652,0.0040666,0,0.0036518,0.99999,0.0032812,0,-0.0040786,-0.0032663,0.99999,0,0,0,0,1
0.99998,-0.0037175,0.0047473,0,0.0036904,0.99998,0.0057071,0,-0.0047684,-0.0056895,0.99997,0,0,0,0,1
